"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-01-26",,"0.10",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-01-27",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-01-28",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-01-29",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-01-30",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-01-31",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-01",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-02",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-03",,"0.07",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-04",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-05",,"0.07",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-06",,"0.02",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-07",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-08",,"0.61",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-09",,"0.22",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-10",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-11",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-12",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-13",,"0.11",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-14",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-15",,"0.40",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-16",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-17",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-18",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-19",,"0.09",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-20",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-21",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-22",,"0.76",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-23",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-24",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-25",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-26",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-27",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-02-28",,"0.05",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-01",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-02",,"0.27",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-03",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-04",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-05",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-06",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-07",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-08",,"0.50",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-09",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-10",,"0.48",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-11",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-12",,"0.42",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-13",,"0.02",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-14",,"0.27",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-15",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-16",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-17",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-18",,"0.13",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-19",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-20",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-21",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-22",,"0.05",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-23",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-24",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-25",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-26",,"0.22",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-27",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-28",,"0.15",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-29",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-30",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-03-31",,"0.41",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-01",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-02",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-03",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-04",,"0.81",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-05",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-06",,"4.48",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-07",,"0.00","0.0",,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-08",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-09",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-10",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-11",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-12",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-13",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-14",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-15",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-16",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-17",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-18",,"0.21",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-19",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-20",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-21",,"0.03",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-22",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-23",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-24",,"0.67",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-25",,"0.07",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-26",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-27",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-28",,"0.06",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-29",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-04-30",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-01",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-02",,"0.34",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-03",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-04",,"0.21",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-05",,"0.56",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-06",,"0.06",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-07",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-08",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-09",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-10",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-11",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-12",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-13",,"0.04",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-14",,"0.02",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-15",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-16",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-17",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-18",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-19",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-20",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-21",,"0.84",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-22",,"0.06",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-23",,"1.71",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-24",,"0.42",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-25",,"0.02",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-26",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-27",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-28",,"0.52",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-29",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-30",,"1.61",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-05-31",,"0.52",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-01",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-02",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-03",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-04",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-05",,"0.86",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-06",,"0.17",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-07",,"0.15",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-08",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-09",,"0.00","0.0",,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-10",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-11",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-12",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-13",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-14",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-15",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-16",,"0.03",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-17",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-18",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-19",,"0.71",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-20",,"0.08",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-21",,"0.40",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-22",,"0.17",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-23",,"0.29",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-24",,"0.55",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-25",,"0.10",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-26",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-27",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-28",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-29",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-06-30",,"0.62",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-01",,"0.54",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-02",,"0.16",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-03",,"0.35",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-04",,"0.04",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-05",,"0.30",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-06",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-07",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-08",,"0.03",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-09",,"0.65",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-10",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-11",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-12",,"0.20",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-13",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-14",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-15",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-16",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-17",,"1.17",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-18",,"1.28",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-19",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-20",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-21",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-22",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-23",,"0.15",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-24",,"0.01",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-25",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-26",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-27",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-28",,"0.71",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-29",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-30",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-07-31",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-01",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-02",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-03",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-04",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-05",,"0.09",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-06",,"0.00",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-07",,"0.35",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-08",,"0.68",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-09",,"0.46",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-10",,"0.27",,,,,,,,,,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.701367","-84.572244","264.6","2017-08-11",,"0.14",,,,,,,,,,,,,
